comment,emotion
那我问你，平常去男科医院吗[藏狐],-1
背景音乐是什么,0
一般这边早饭就是一杯咖啡加一个面包，你去Булочная的话200卢我觉得就能搞定了。午饭毛子吃的很随便沙威玛或者小面包。晚上吃俄餐一套其实也就600卢。,-1
直接把C盘格式化不就行了，我经常这么做，然后去维修店让师傅给修好了就行了,1
种类很丰富，但食材质量不高，海鲜区是200水准，熟食区是100水准。,-1
"其实，对丁真的批判大多是源于认为他被捧得过高、赚的太多产生的不公平、不合理，你说他私德有什么问题？[喜极而泣]调侃的最多的抽烟、没文化、说不好普通话，是私德的问题吗？你得承认确实有一群普罗大众就是这样的。那些演艺圈的明星被捧的那么高，其实私德有问题的绝对是绝大多数，只不过包装的太好没有被大众看到而已。
同样作为一个商品，丁真就是被不完整包装下放在高档货架上的糖，好久没吃了，尝一口确实挺好吃，吃多了就腻了，甚至质疑他为啥会被放在这个货架上。
他作为糖有什么问题呢，可能没那么好吃，但也不是坏的，糖大都是这个味道。最主要的是，为什么把他放在高档货架上的，另外既然放在高档货架上，就要包装的密不透风甚至就像流量明星让人买回去只为了包装而不去品尝。",1
虽然原唱也跟着翻唱了，但还是感觉这版的词没原版通顺，有点串烧的味道[来古-疑问],-1
太阳看到的话，一定会流泪吧,1
"5000米高空，没有任何情报的盲跳，在那一刻，没有私利，唯有责任
“同志们，党和人民考验我们的时候到了！”
在中国还有比这个更鼓舞人心的么？",1
有没有更偏家庭版的啊,-1
看见那些弹幕上发入股的就想笑，这b 24年就要做还花了大几万，结果呢一年了屁都没有，这up是懂阿b的，每当没收益的时候总会搞几个博人眼球的视频，关键是作用蛮大，吃的就是红色流量和性别对立流量,1
当年还有试吃小哥呢[打call],1
@粉粉的绯鲨,0
指挥最大的禁忌就是谁去都行 不能太过温柔 不然人就不听话了 人就这样 你强硬他就听话 你软弱他就蹬鼻子上脸,0
果然流行就是一个时代的轮回，我以前玩了那么久的桌面宠物，到现在成为了一个创新了，不过说实话，刚开始看到这条视频的时候我也挺惊讶的，确实感觉挺高级的，后面我反应过来了，这不就是桌面宠物吗？ Steam都有免费送软件，叫3d什么来着？具体的忘了，我看弹幕那些不是入股，像是被中蛊了。,0
嘈杂环境中，生活泥泞中，此时口述的文字显得那么生机盎然，在周一的午后带来一丝心灵上的愉悦与宁静。希望同为河南人在外打拼的up主，生意兴隆，财源广进。加油！,1
万人联名 窑鸡王,1
手游管不管用[doge],-1
别人老马抄游戏都起码要1年呢,1
不豪！晚饭吃早了！[请吃红小豆吧！_一脸懵逼],1
第一眼以为是现实的[笑哭],1
不要后面删视频。,-1
不会这个亏多了所以开直播变多了吧,-1
唱改编这版啊……我不会说话，我不说了,-1
太可爱了[眞白花音_亲],-1
梦中情指了属于是，玩过这么多盘。就一局指挥官和各小队有良好沟通的，其他基本就要不全部安静得跟人机要不吵闹得跟有鬼一样。这模式是真折磨,1
好有趣啊,1
@爱追番的仙贝,0
好的内容未必是复杂花哨的画面，简单的叙述同样可以朴实无华但是打动人心,1
怎么说话口音和imp一样[doge_金箍],0
我也关注了，不过我只是想看看下一个何同学会如何收场,0
能不能整个翻译？,-1
666安艺伦也的来了，空手套白狼,1
吃饭时间刚下课[doge],0
原作者是？,-1
一直打树会把树打倒，一直打石头会穿，有穿透伤害[吃瓜],1
怪不得我感觉单休和双休的区别那么大呢[Cat_pressure],1
癌症，闺女也要自己关注自己相应的器官,1
急死我了，赶紧回头抓那个拍视频的人啊,1
海鲜沾着黄油不油腻吗,1
它都是十七年了，我也是,-1
95可以哦,1
来力[星星眼][打call],-1
wallpaper上好像老早就有类似的东西了,1
热乎,0
没能像你一样会吃 我给天津人丢脸了[笑哭],-1
白菜の正面就像吐鲁番盆地一样[doge][doge],0
那一年我才19岁……,1
这是个老吃家,-1
@Shiro_A @佬崖,0
怪不得18岁是所有人怀念的年纪，原来过了十八，人生已然过半[酸了],-1
唯一庆幸的是汶川大地震是中午发生的，如果像唐山大地震一样是人们都睡了后发生那简直不敢想象[大哭],-1
我擦，大二下拍得这么好？？？？！！！！！！？？？？？,1
"二人年岁平方之和这我一开始都没看出什么意思来，“父与子年岁平方之和”或者“各自年岁的平方的和”就会好一些，第一个能很明显看出是两个人。这个说法根本没办法判断是两个人各自的年岁，还是他们年岁和的平方（虽然后面有说和）。这个真的很别扭，看不出意思来。
当然这道题很好做！有一个选项直接排除，只要算一下其他两项平方的个位数之和就好了。而且可以看出来有一个个位数完全不符。很直接就能看出来外文题我对英语不了解，但应该也很简单。",1
不玩游戏的人做游戏吗？有点意思,1
诡计多端的1是吧[doge],0
@囍帖街84号,0
弹幕和up都好糖啊,1
玛师傅，咱可以不走层岩巨渊的，给俺颠得屁股疼[藏狐],-1
起号的新方式也是越来越花了,1
我要這幣有何用？,-1
要不把那些不值钱的挂着给咱买，就比工费多一点就行,-1
[大哭]好人,1
现实这么多难题，回到过去干啥。解决当下,-1
牛哥，亏损惨淡这个词，感觉不太对劲。。。。是不是组合错了。。。[笑哭],-1
大概率还是跟银行借的。千万都不到，说多不多，说少不少，确实不用急。,1
我只知道做成这样爆头很容易[吃瓜],0
231.48,-1
Steam玩家的一生[doge],0
@爱心独角兽 @妄浅桓,1
四千多入的股,-1
我觉得可以这样，校官以上能玩，只有将军及以上能竞选，每个阵营至少匹配5名将军及以上,1
原来已经是17年了吗？那个时候我还在上小学呢，地震有余波，我们全体师生都跑到了操场当时还给我震的有点晕。,1
明明可以靠优秀的外貌赚钱，可是UP偏偏要靠才艺，这才是最可敬的地方，加油大姨,1
结局7，积极参加抗战文艺宣传工作，最终太阳照在桑干河上,1
666,0
[doge]莫斯科平均工资折合人民币9000+，就算按中位数算也是国内的2倍左右，所以以上物价对于换算怪来说你得先?2，前提是你的工资有4500+。,0
俄罗斯还吃午餐，我来了就没怎么吃过，课排得很紧中午午休久20分钟,0
亮度条应该也是对数的,1
首先明确一点，“人造”明星代表虚伪，与我们传统价值观不符。社会上的流量明星是各资本造成的，资本逐利大家都能理解，单纯厌恶而已。但是推流丁真的是塔，如果丁真确实是一个德才兼备的人，那推丁真合情合理，但结果并不是，他只是一个运气好到让普通人嫉妒的普通人。如果连塔都在做“人造”明星，一方面是对传统价值观的践踏，另一方面也是对“塔”推崇过的，其他真正在为国家做事的人的侮辱。,1
以入股莫辜负,1
丁玲线 太阳照在桑干河上！ 还是很震撼的故事线[打call][打call],1
@Markffic,0
豪！我们莹狼太有操作啦！[doge],0
不是哥们，你叔是不是鲁班转世，每过1000年就会轮回一次，你问问他,-1
让我想到一个成语，叫闭门造车，但是也许这个词发明出来时是为了嫉妒造车的那个人。,-1
这厂里设备合计怕不是有一千万了吧,-1
现在普通模式都三弹了，机密模式都四弹五弹了，入场的损耗越来越高了,-1
hhhhhhhh我觉得很棒啊，评论区的批评正是说明星爷的牛逼，已经还原的很牛逼了,1
俄罗斯不是用的卢布吗？什么时候改用卢比了？？[笑哭][笑哭]@Meetfood觅食,0
[千恋万花动态表情包_快看！]泽国酒肆[千恋万花动态表情包_就是那个]爱情[千恋万花动态表情包_真好啊][千恋万花动态表情包_哇],1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈[大笑]哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈[大笑]哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈[大笑]哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈[大笑],0
都认识的可以把自己加进去了,-1
本来不想感慨的 我也是肠子上的病 15年到现在 肛瘘 肠瘘 坏死性筋膜炎 这些并发症要折磨死我了 隔三差五就住院 病医生直接说是治不好的 只能控制 药要吃一辈子 也是长期激素 现在床也下不到 两三年一点收入都没有 全靠我68岁退休的老爸再就业 身体上的痛其实都习惯了 心理上真的很难调整 心态再好的人久病也会东想西想 再爱你的家人照顾久了也会表现出来疲倦 我现在就希望爸妈长命百岁 熬到我康复 虽然感觉这辈子很难报恩了 但至少我好了他们可以为自己稍微轻松的活着 也希望大家珍惜自己身体 有病千万不要拖 如果不舒服没好转多去几家医院看看 愿世上无疾病,-1
我想问一下 你们架点都不关镭射的吗？不会被看见吗？,-1
别说什么炒作，君子论绩不论心，还有这不光up一个人捐助的，还有很多网友帮忙的！,0
这一日三餐下来就感觉早餐不太正常的,1
早有的创意和软件一堆小孩来开赌，看得我胰岛素都要打两支,1
之前看有个火神在沙漠逛了十分钟，我就被硬控了十分钟，现在又被硬控半个小时[笑哭][笑哭]真要给我种草了本来只想抽基尼奇的i，现在多了满命火神了[笑哭][笑哭][笑哭],1
打光好厉害[打call][打call][打call]是hdr加一个很强的面光做的吗,1
@我真的是建筑类设计阿 ，枪后托摆动幅度太大了，有种肩膀脱臼的无力感,1
俄罗斯这么有钱啊 人均过百的早饭只是还好[思考],1
